EMPRESA;COD MOVIL;TIPO MOVIL;EVENTO;FALLA REPORTADA;DESCRIPCION CAUSA;ESTADO;INICIO EVENTO;LLEGADA EVENTO;ASIGNADA;ACEPTADA;EN RUTA;ARRIBO;LIBERADA;REPROMESA;PROMESA(min);REPROMESA(min);T.ASIGNACION(min);T.ARRIBO(min);CUMPL.PROMESA;CUMPL.LEGAL;CUMPL.TIEMPO
ELS;V5561;DOMICILIARIA EMERGENCIA;B1832193;3L0212 - L¡neas o Acometidas con ramas;Mantenimiento preventivo;Cerrado;13-10-2014 11:35;13-10-2014 12:46;13-10-2014 12:36;13-10-2014 12:36;13-10-2014 12:42;13-10-2014 12:46;13-10-2014 13:02;;100;;60;70;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832194; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 11:36;13-10-2014 11:37;13-10-2014 11:36;;;;13-10-2014 11:40;;;;0;0;No;Si;No
CAM;V4034;DOMICILIARIA EMERGENCIA;B1832196;3L0226 - L¡nea o Acometida Destemplada;Origen no determinado;Cerrado;13-10-2014 11:34;13-10-2014 12:14;13-10-2014 11:40;13-10-2014 12:14;13-10-2014 12:14;13-10-2014 12:14;13-10-2014 12:21;;120;;6;39;Si;Si;No
LEONOR SOTO LTDA.;V5540;SERVICIO DE EMERGENCIA RED;B1832197;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;13-10-2014 11:37;13-10-2014 11:58;13-10-2014 11:37;13-10-2014 11:39;13-10-2014 11:39;13-10-2014 11:58;13-10-2014 12:24;;120;;0;20;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832198; - ;Mantenimiento preventivo;Cerrado;13-10-2014 11:37;13-10-2014 11:38;13-10-2014 11:38;;;;13-10-2014 11:41;;;;1;1;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832200; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 11:38;13-10-2014 11:40;13-10-2014 11:38;;;;13-10-2014 11:42;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832201; - ;Mantenimiento preventivo;Cerrado;13-10-2014 11:38;13-10-2014 11:39;13-10-2014 11:39;;;;13-10-2014 11:45;;;;1;1;No;Si;No
LEONOR SOTO LTDA.;V5540;SERVICIO DE EMERGENCIA RED;B1832202;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;13-10-2014 11:41;13-10-2014 12:05;13-10-2014 11:41;13-10-2014 11:42;13-10-2014 12:08;13-10-2014 12:10;13-10-2014 12:17;;120;;0;23;Si;Si;No
CAM;V4654;SERVICIO DE EMERGENCIA RED;B1832203;5P2592 - Protecci¢n de empalme suelto, trabado;Envejecimiento de materiales;Cerrado;13-10-2014 11:40;13-10-2014 13:35;13-10-2014 12:15;13-10-2014 13:20;13-10-2014 13:34;13-10-2014 13:35;13-10-2014 13:43;;120;;35;114;Si;Si;No
CAM;V4035;DOMICILIARIA EMERGENCIA;B1832204;5A0116 - Acometidas Cortadas;Vehiculo >4.50 m. de altura bota empalme;Cerrado;13-10-2014 11:44;13-10-2014 12:27;13-10-2014 11:46;13-10-2014 12:18;13-10-2014 12:26;13-10-2014 12:27;13-10-2014 12:38;;45;;1;42;Si;Si;No
CAM;V4652;SERVICIO DE EMERGENCIA RED;B1832205;5D0236 - Domicilio Exceso / Bajo Voltaje;Origen no determinado;Cerrado;13-10-2014 11:44;13-10-2014 12:55;13-10-2014 11:47;13-10-2014 12:51;13-10-2014 12:54;13-10-2014 12:55;13-10-2014 13:30;;120;;3;70;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832206; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 11:45;13-10-2014 11:46;13-10-2014 11:45;;;;13-10-2014 11:49;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832207; - ;Mantenimiento preventivo;Cerrado;13-10-2014 11:45;13-10-2014 11:46;13-10-2014 11:46;;;;13-10-2014 11:50;;;;1;1;No;Si;No
ELS;V3620;DOMICILIARIA EMERGENCIA;B1832208;3L0217 - L¡neas de Distribuci¢n en Corto Circuito;Origen no determinado;Cerrado;13-10-2014 11:45;13-10-2014 12:16;13-10-2014 11:47;13-10-2014 11:49;13-10-2014 11:51;13-10-2014 12:16;13-10-2014 12:40;;100;;2;30;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832209; - ;Mantenimiento preventivo;Cerrado;13-10-2014 11:46;13-10-2014 11:47;13-10-2014 11:46;;;;13-10-2014 11:50;;;;0;0;No;Si;No
CAM;V4654;SERVICIO DE EMERGENCIA RED;B1832210;3L0212 - L¡neas o Acometidas con ramas;Municipalidad no efectua poda propia o n;Cerrado;13-10-2014 11:46;13-10-2014 12:42;13-10-2014 11:49;13-10-2014 12:39;13-10-2014 12:42;13-10-2014 12:42;13-10-2014 12:49;;100;;3;55;Si;Si;No
CAM;V4605;SERVICIO DE EMERGENCIA RED;B1832211;3L0226 - L¡nea o Acometida Destemplada;Reposicion fuera de plazo;Cerrado;13-10-2014 11:44;13-10-2014 12:20;13-10-2014 11:48;;;;13-10-2014 13:07;;120;;4;4;Si;Si;No
ELS SA;V3616;DOMICILIARIA EMERGENCIA;B1832212;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;13-10-2014 11:46;13-10-2014 14:06;13-10-2014 11:51;13-10-2014 12:11;13-10-2014 13:55;13-10-2014 14:06;13-10-2014 14:21;;120;;5;139;No;No;No
CAM;V4654;SERVICIO DE EMERGENCIA RED;B1832213;3P1611 - Postes Chocados;Choque de vehiculo a poste;Cerrado;13-10-2014 11:48;13-10-2014 12:00;13-10-2014 11:56;;;;13-10-2014 12:11;;45;;8;8;Si;Si;No
ELS s.a.;V5566;DOMICILIARIA EMERGENCIA;B1832214;3L0216 - L¡neas cortadas;Falla de material;Cerrado;13-10-2014 11:49;13-10-2014 13:18;13-10-2014 11:50;13-10-2014 12:02;13-10-2014 12:28;13-10-2014 13:18;13-10-2014 13:27;;45;;0;88;No;Si;No
CAM;V4653;SERVICIO DE EMERGENCIA RED;B1832215;5I0189 - Industria o Edificio sin Corriente;Envejecimiento de materiales;Cerrado;13-10-2014 11:50;13-10-2014 13:28;13-10-2014 12:01;13-10-2014 13:21;13-10-2014 13:27;13-10-2014 13:28;13-10-2014 13:32;;120;;11;97;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832216; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 11:51;13-10-2014 11:52;13-10-2014 11:52;;;;13-10-2014 11:54;;;;1;1;No;Si;No
Empresa Azeta;V3621;DOMICILIARIA EMERGENCIA;B1832217;3L0226 - L¡nea o Acometida Destemplada;Falta de mantenimiento;Cerrado;13-10-2014 11:52;13-10-2014 12:05;13-10-2014 11:52;13-10-2014 11:54;13-10-2014 11:54;13-10-2014 12:11;13-10-2014 12:35;;120;;0;12;Si;Si;No
LEONOR SOTO LTDA.;V3640;SERVICIO DE EMERGENCIA RED;B1832218;5D0289 - Domicilio sin Corriente;Falla de artefacto electrico;Cerrado;13-10-2014 11:52;13-10-2014 13:18;13-10-2014 12:47;13-10-2014 12:48;13-10-2014 12:49;13-10-2014 13:18;13-10-2014 14:04;;120;;54;85;Si;Si;No
Empresa Azeta;V3621;DOMICILIARIA EMERGENCIA;B1832219;5D0289 - Domicilio sin Corriente;Corte de suministro errado o improcedent;Cerrado;13-10-2014 11:52;13-10-2014 12:35;13-10-2014 11:56;13-10-2014 11:56;13-10-2014 12:28;;;;120;;3;3;Si;Si;No
CAM;V4650;SERVICIO DE EMERGENCIA RED;B1832220;3L0217 - L¡neas de Distribuci¢n en Corto Circuito;Falta de mantenimiento;Cerrado;13-10-2014 11:53;13-10-2014 12:40;13-10-2014 12:05;;;;13-10-2014 13:02;;100;;11;11;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832221; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 11:54;13-10-2014 11:55;13-10-2014 11:54;;;;13-10-2014 11:57;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832222; - ;Mantenimiento preventivo;Cerrado;13-10-2014 11:54;13-10-2014 11:55;13-10-2014 11:55;;;;13-10-2014 11:59;;;;1;1;No;Si;No
ELS;V4012;MOTO ELECTRICISTA;B1832223;5I0189 - Industria o Edificio sin Corriente;Origen no determinado;Cerrado;13-10-2014 11:54;13-10-2014 13:00;13-10-2014 12:01;;;;13-10-2014 13:17;;120;;6;6;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832224; - ;Mantenimiento preventivo;Cerrado;13-10-2014 11:55;13-10-2014 11:56;13-10-2014 11:55;;;;13-10-2014 11:59;;;;0;0;No;Si;No
CAM;V4041;DOMICILIARIA EMERGENCIA;B1832225;3L0216 - L¡neas cortadas;Vehiculo >4.50 m. de altura bota empalme;Cerrado;13-10-2014 11:55;13-10-2014 12:30;13-10-2014 11:58;13-10-2014 13:22;;;13-10-2014 13:28;;45;;3;3;Si;Si;No
CAM;V4034;DOMICILIARIA EMERGENCIA;B1832226;6C0905 - C mara o camarilla abierta;Origen no determinado;Cerrado;13-10-2014 11:55;13-10-2014 13:59;13-10-2014 12:40;13-10-2014 13:22;13-10-2014 13:59;13-10-2014 13:59;13-10-2014 14:10;;100;;44;123;No;No;No
LEONOR SOTO LTDA.;V5542;SERVICIO DE EMERGENCIA RED;B1832228;5A0117 - Acometidas en Corto Circuito / medidor e;Envejecimiento de materiales;Cerrado;13-10-2014 11:58;13-10-2014 12:21;13-10-2014 12:09;13-10-2014 12:12;13-10-2014 12:13;13-10-2014 12:21;13-10-2014 12:45;;100;;11;22;Si;Si;No
Empresa Azeta;V3621;DOMICILIARIA EMERGENCIA;B1832230;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;13-10-2014 12:01;13-10-2014 12:59;13-10-2014 12:36;13-10-2014 12:37;13-10-2014 12:48;13-10-2014 12:59;13-10-2014 13:18;;120;;34;57;Si;Si;No
CAM;V4034;DOMICILIARIA EMERGENCIA;B1832231;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;13-10-2014 12:01;13-10-2014 13:06;13-10-2014 12:13;13-10-2014 12:59;13-10-2014 12:59;13-10-2014 13:06;13-10-2014 13:12;;120;;11;64;Si;Si;No
CAM;V4608;DOMICILIARIA EMERGENCIA;B1832232;5P2592 - Protecci¢n de empalme suelto, trabado;Otros instalacion de cliente;Cerrado;13-10-2014 12:04;13-10-2014 12:30;13-10-2014 12:05;;;;13-10-2014 13:12;;120;;1;1;Si;Si;No
LEONOR SOTO;V3656;SERVICIO DE EMERGENCIA RED;B1832233;5P2592 - Protecci¢n de empalme suelto, trabado;Envejecimiento de materiales;Cerrado;13-10-2014 12:04;13-10-2014 12:30;13-10-2014 12:10;13-10-2014 12:11;13-10-2014 12:25;13-10-2014 12:29;13-10-2014 12:56;;120;;6;24;Si;Si;No
CAM;V4653;SERVICIO DE EMERGENCIA RED;B1832234;5D0289 - Domicilio sin Corriente;Falla de artefacto electrico;Cerrado;13-10-2014 12:06;13-10-2014 13:10;13-10-2014 12:32;;;;13-10-2014 13:34;;120;;26;26;Si;Si;No
CAM;V4605;SERVICIO DE EMERGENCIA RED;B1832235;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;13-10-2014 12:04;13-10-2014 13:10;13-10-2014 13:03;;;;13-10-2014 13:21;;120;;58;58;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832236; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 12:10;13-10-2014 12:11;13-10-2014 12:11;;;;13-10-2014 12:13;;;;1;1;No;Si;No
Empresa Azeta;V3621;DOMICILIARIA EMERGENCIA;B1832237;5A0117 - Acometidas en Corto Circuito / medidor e;Falta de mantenimiento;Cerrado;13-10-2014 12:11;13-10-2014 13:37;13-10-2014 12:53;13-10-2014 12:55;13-10-2014 13:17;13-10-2014 13:38;13-10-2014 14:10;;100;;42;85;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832238; - ;Mantenimiento preventivo;Cerrado;13-10-2014 12:11;13-10-2014 12:12;13-10-2014 12:11;;;;13-10-2014 12:14;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832239; - ;Mantenimiento preventivo;Cerrado;13-10-2014 12:11;13-10-2014 12:12;13-10-2014 12:12;;;;13-10-2014 12:15;;;;1;1;No;Si;No
CAM;V4040;DOMICILIARIA EMERGENCIA;B1832240;5I0189 - Industria o Edificio sin Corriente;Mantenimiento preventivo;Cerrado;13-10-2014 12:12;13-10-2014 13:15;13-10-2014 12:49;13-10-2014 13:22;;;13-10-2014 13:42;;120;;36;36;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832241; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 12:15;13-10-2014 12:16;13-10-2014 12:16;;;;13-10-2014 12:17;;;;1;1;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832242; - ;Mantenimiento preventivo;Cerrado;13-10-2014 12:16;13-10-2014 12:17;13-10-2014 12:16;;;;13-10-2014 12:18;;;;0;0;No;Si;No
CAM;V4605;SERVICIO DE EMERGENCIA RED;B1832243;6C0905 - C mara o camarilla abierta;Origen no determinado;Cerrado;13-10-2014 12:16;13-10-2014 12:50;13-10-2014 12:17;;;;;;100;;1;1;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832244; - ;Mantenimiento preventivo;Cerrado;13-10-2014 12:16;13-10-2014 12:17;13-10-2014 12:16;;;;13-10-2014 12:19;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V5560;DOMICILIARIA EMERGENCIA;B1832245;3L0267 - L¡nea  de  distribuci¢n (con  objetos  e;Municipalidad no efectua poda propia o n;Cerrado;13-10-2014 12:16;13-10-2014 14:01;13-10-2014 12:28;13-10-2014 12:29;13-10-2014 12:41;13-10-2014 12:50;13-10-2014 14:53;;120;;11;33;Si;Si;No
LEONOR SOTO LTDA.;V3640;SERVICIO DE EMERGENCIA RED;B1832246; - ;Choque de vehiculo a poste;Cerrado;13-10-2014 12:18;13-10-2014 12:19;13-10-2014 12:46;13-10-2014 12:47;;;13-10-2014 12:48;;;;28;1;No;Si;No
CAM;V4608;DOMICILIARIA EMERGENCIA;B1832247;3L0226 - L¡nea o Acometida Destemplada;Origen no determinado;Cerrado;13-10-2014 12:19;13-10-2014 13:20;13-10-2014 13:10;;;;13-10-2014 14:02;;120;;50;50;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832248; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 12:19;13-10-2014 12:20;13-10-2014 12:20;;;;13-10-2014 12:22;;;;1;1;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832249; - ;Mantenimiento preventivo;Cerrado;13-10-2014 12:20;13-10-2014 12:21;13-10-2014 12:20;;;;13-10-2014 12:22;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832250; - ;Mantenimiento preventivo;Cerrado;13-10-2014 12:20;13-10-2014 12:21;13-10-2014 12:21;;;;13-10-2014 12:23;;;;1;1;No;Si;No
ELS s.a.;V3606;SERVICIO DE EMERGENCIA RED;B1832251;5D0231 -  Medidores y/o Domicilios electrizados;Origen no determinado;Cerrado;13-10-2014 12:19;13-10-2014 12:35;13-10-2014 12:29;13-10-2014 12:30;13-10-2014 12:36;13-10-2014 12:41;13-10-2014 12:49;;45;;10;15;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832252; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 12:23;13-10-2014 12:24;13-10-2014 12:24;;;;13-10-2014 12:26;;;;1;1;No;Si;No
LEONOR SOTO LTDA.;V5560;DOMICILIARIA EMERGENCIA;B1832253;5I0189 - Industria o Edificio sin Corriente;Origen no determinado;Cerrado;13-10-2014 12:24;13-10-2014 13:25;13-10-2014 12:28;13-10-2014 12:29;13-10-2014 13:12;13-10-2014 13:25;13-10-2014 14:01;;120;;4;60;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832254; - ;Mantenimiento preventivo;Cerrado;13-10-2014 12:24;13-10-2014 12:25;13-10-2014 12:24;;;;13-10-2014 12:27;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832255; - ;Mantenimiento preventivo;Cerrado;13-10-2014 12:24;13-10-2014 12:25;13-10-2014 12:24;;;;13-10-2014 12:28;;;;0;0;No;Si;No
CAM;V4035;DOMICILIARIA EMERGENCIA;B1832256;5A0116 - Acometidas Cortadas;Vehiculo >4.50 m. de altura bota empalme;Cerrado;13-10-2014 12:28;13-10-2014 13:54;13-10-2014 12:39;13-10-2014 13:22;13-10-2014 13:54;13-10-2014 13:54;13-10-2014 14:00;;45;;11;85;No;Si;No
LEONOR SOTO;V3656;SERVICIO DE EMERGENCIA RED;B1832257;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;13-10-2014 12:27;13-10-2014 13:06;13-10-2014 12:55;13-10-2014 12:57;13-10-2014 12:57;13-10-2014 13:06;13-10-2014 13:23;;120;;27;38;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832258; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 12:28;13-10-2014 12:29;13-10-2014 12:28;;;;13-10-2014 12:31;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832259; - ;Mantenimiento preventivo;Cerrado;13-10-2014 12:28;13-10-2014 12:29;13-10-2014 12:29;;;;13-10-2014 12:33;;;;1;1;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832260; - ;Mantenimiento preventivo;Cerrado;13-10-2014 12:29;13-10-2014 12:30;13-10-2014 12:29;;;;13-10-2014 12:34;;;;0;0;No;Si;No
CAM;V4041;DOMICILIARIA EMERGENCIA;B1832261;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;13-10-2014 12:30;13-10-2014 14:25;13-10-2014 14:08;;13-10-2014 14:25;13-10-2014 14:25;13-10-2014 14:39;;120;;97;114;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832262; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 12:31;13-10-2014 12:32;13-10-2014 12:32;;;;13-10-2014 12:36;;;;1;1;No;Si;No
CAM;V4035;DOMICILIARIA EMERGENCIA;B1832263;5I0189 - Industria o Edificio sin Corriente;Envejecimiento de materiales;Cerrado;13-10-2014 12:32;13-10-2014 14:58;13-10-2014 12:58;13-10-2014 13:22;13-10-2014 14:58;13-10-2014 14:58;13-10-2014 15:04;;120;;26;146;No;No;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832264; - ;Mantenimiento preventivo;Cerrado;13-10-2014 12:32;13-10-2014 12:33;13-10-2014 12:33;;;;13-10-2014 12:36;;;;1;1;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832265; - ;Mantenimiento preventivo;Cerrado;13-10-2014 12:34;13-10-2014 12:36;13-10-2014 12:34;;;;13-10-2014 12:37;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832266; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 12:38;13-10-2014 12:39;13-10-2014 12:38;;;;13-10-2014 12:40;;;;0;0;No;Si;No
ELS s.a.;V5566;DOMICILIARIA EMERGENCIA;B1832267;5D0289 - Domicilio sin Corriente;Envejecimiento de materiales;Cerrado;13-10-2014 12:39;13-10-2014 13:33;13-10-2014 12:53;13-10-2014 12:54;13-10-2014 13:32;13-10-2014 13:33;13-10-2014 13:41;;120;;13;53;Si;Si;No
LEONOR SOTO LTDA.;V3640;SERVICIO DE EMERGENCIA RED;B1832268;3S0389 - Sector sin Corriente;Origen no determinado;Cerrado;13-10-2014 12:40;13-10-2014 13:50;13-10-2014 12:47;13-10-2014 12:49;13-10-2014 13:51;13-10-2014 13:59;13-10-2014 14:01;;120;;7;69;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832269; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 12:41;13-10-2014 12:42;13-10-2014 12:41;;;;13-10-2014 12:45;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V5542;SERVICIO DE EMERGENCIA RED;B1832270;5A0117 - Acometidas en Corto Circuito / medidor e;Origen no determinado;Cerrado;13-10-2014 12:41;13-10-2014 13:12;13-10-2014 12:44;13-10-2014 12:46;13-10-2014 12:49;13-10-2014 13:12;13-10-2014 13:20;;100;;3;30;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832271; - ;Mantenimiento preventivo;Cerrado;13-10-2014 12:41;13-10-2014 12:42;13-10-2014 12:42;;;;13-10-2014 12:46;;;;1;1;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832272; - ;Mantenimiento preventivo;Cerrado;13-10-2014 12:42;13-10-2014 12:43;13-10-2014 12:42;;;;13-10-2014 12:47;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V5542;SERVICIO DE EMERGENCIA RED;B1832273;3L0226 - L¡nea o Acometida Destemplada;Acto Temerario (Suicidio o Intento de Su;Cerrado;13-10-2014 12:42;13-10-2014 12:58;13-10-2014 12:44;13-10-2014 12:46;13-10-2014 12:49;13-10-2014 12:58;13-10-2014 13:10;;120;;2;15;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832274; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 12:42;13-10-2014 12:43;13-10-2014 12:43;;;;13-10-2014 12:48;;;;1;1;No;Si;No
E.L. Soto S.A..;V5534;SERVICIO DE EMERGENCIA RED;B1832275;5A0116 - Acometidas Cortadas;Vehiculo >4.50 m. de altura bota empalme;Cerrado;13-10-2014 12:43;13-10-2014 13:30;13-10-2014 12:53;;;;13-10-2014 13:58;;45;;10;10;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832276; - ;Mantenimiento preventivo;Cerrado;13-10-2014 12:43;13-10-2014 12:44;13-10-2014 12:43;;;;;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832277; - ;Mantenimiento preventivo;Cerrado;13-10-2014 12:43;13-10-2014 12:44;13-10-2014 12:43;;;;13-10-2014 12:50;;;;0;0;No;Si;No
CAM;V4650;SERVICIO DE EMERGENCIA RED;B1832278;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;13-10-2014 12:46;13-10-2014 13:50;13-10-2014 13:00;13-10-2014 13:22;;;13-10-2014 14:35;;120;;13;13;Si;Si;No
ELS SA;V3616;DOMICILIARIA EMERGENCIA;B1832279;3L0216 - L¡neas cortadas;Vehiculo >4.50 m. de altura bota cable d;Cerrado;13-10-2014 12:50;13-10-2014 13:19;13-10-2014 12:52;13-10-2014 12:54;13-10-2014 13:07;13-10-2014 13:19;13-10-2014 13:40;;45;;1;28;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832280; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 12:51;13-10-2014 12:52;13-10-2014 12:52;;;;13-10-2014 12:55;;;;1;1;No;Si;No
ELS;V4012;MOTO ELECTRICISTA;B1832281;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;13-10-2014 12:51;13-10-2014 13:40;13-10-2014 13:16;;;;13-10-2014 13:57;;120;;24;24;Si;Si;No
CAM;V4605;SERVICIO DE EMERGENCIA RED;B1832282;5C0223 - Cable al Descubierto;Otros instalacion de cliente;Cerrado;13-10-2014 12:52;13-10-2014 13:50;13-10-2014 13:22;13-10-2014 13:22;;;13-10-2014 14:24;;100;;29;29;Si;Si;No
CAM;V4652;SERVICIO DE EMERGENCIA RED;B1832283;3P1648 - Poste inclinado, socavado, estructura a ;Envejecimiento de materiales;Cerrado;13-10-2014 12:54;13-10-2014 13:00;13-10-2014 12:56;13-10-2014 13:22;;;13-10-2014 14:19;;100;;2;2;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832284; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 12:55;13-10-2014 12:56;13-10-2014 12:56;;;;13-10-2014 12:57;;;;1;1;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832285; - ;Mantenimiento preventivo;Cerrado;13-10-2014 12:56;13-10-2014 12:57;13-10-2014 12:56;;;;13-10-2014 12:58;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832286; - ;Mantenimiento preventivo;Cerrado;13-10-2014 12:56;13-10-2014 12:57;13-10-2014 12:56;;;;13-10-2014 12:59;;;;0;0;No;Si;No
ELS SA;V3616;DOMICILIARIA EMERGENCIA;B1832287;5A0116 - Acometidas Cortadas;Cable de comunicaciones a baja altura;Cerrado;13-10-2014 12:57;13-10-2014 14:51;13-10-2014 13:15;13-10-2014 13:16;13-10-2014 13:38;13-10-2014 13:46;13-10-2014 14:16;;45;;18;48;No;Si;No
LEONOR SOTO;V3656;SERVICIO DE EMERGENCIA RED;B1832288;5A0116 - Acometidas Cortadas;Origen no determinado;Cerrado;13-10-2014 12:57;13-10-2014 13:25;13-10-2014 13:02;13-10-2014 13:04;13-10-2014 13:22;13-10-2014 13:29;13-10-2014 13:37;;45;;5;27;Si;Si;No
CAM;V4605;SERVICIO DE EMERGENCIA RED;B1832289;5P2592 - Protecci¢n de empalme suelto, trabado;Origen no determinado;Cerrado;13-10-2014 12:57;13-10-2014 13:58;13-10-2014 13:03;13-10-2014 13:22;13-10-2014 13:54;13-10-2014 13:58;13-10-2014 14:05;;120;;6;60;Si;Si;No
CAM;V4040;DOMICILIARIA EMERGENCIA;B1832290;3S0389 - Sector sin Corriente;Mantenimiento preventivo;Cerrado;13-10-2014 12:57;13-10-2014 15:00;13-10-2014 14:27;13-10-2014 16:08;13-10-2014 16:08;13-10-2014 16:08;13-10-2014 16:19;;120;;90;123;No;No;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832291; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 12:59;13-10-2014 13:00;13-10-2014 12:59;;;;13-10-2014 13:01;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832292; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 13:01;13-10-2014 13:02;13-10-2014 13:02;;;;13-10-2014 13:04;;;;1;1;No;Si;No
